"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08"
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-01-31","6.5",," 0449","16.3",,,,"16.1","-1.0",,"  280","  280","13.0","19.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-01","5.1",," 1258","1.3",,,,"1.7","-6.0",,"  290","  310","10.3","15.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-02","2.7",," 1821","0.5",,,,"0.0","-7.7",,"  170","  170","7.6","9.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-03","1.4",," 2323","0.0",,,,"1.1","-2.7",,"  300","  310","7.2","11.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-04","3.3",," 0115","0.0",,,,"2.8","-3.8",,"  290","  290","8.9","14.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-05","1.5",," 1206","0.0",,,,"2.8","0.0",,"  360","  350","4.0","4.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-06","2.3",," 1255","0.0",,,,"6.1","-1.0",,"  330","  330","9.4","11.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-07","2.6",," 2208","0.0",,,,"3.9","-2.7",,"  120","   50","5.4","7.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-08","4.4",," 2340","9.1",,,,"5.0","1.1",,"  300","  310","11.2","14.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-09","6.8",," 0056","0.0",,,,"3.9","-1.0",,"  330","  310","13.9","19.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-10","2.8",," 2151","0.0",,,,"3.3","-4.3",,"  150","  160","6.7","9.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-11","2.7",," 2103","7.4",,,,"13.3","2.8",,"  170","  240","6.7","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-12","2.7",," 1145","0.0",,,,"11.7","3.9",,"  320","  320","8.1","10.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-13","2.6",," 2210","5.1",,,,"7.2","0.6",,"  330","  310","5.4","6.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-14","2.6",," 2355","0.0",,,,"7.2","1.1",,"  130","  170","5.8","7.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-15","3.3",," 2139","1.3",,,,"11.1","2.2",,"  340","  350","9.8","13.0",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-16","3.0",," 1148","3.3",,,,"3.3","1.1",,"  330","   20","6.7","8.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-17","6.3",," 1833","0.0",,,,"1.7","-3.2",,"  290","  280","10.7","15.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-18","3.7",," 0043","0.0",,,,"5.0","-5.5",,"  310","  290","6.7","9.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-19","4.1",," 1818","1.5",,,,"7.8","2.2",,"  190","  260","7.2","10.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-20","5.5",," 0209","0.0",,,,"4.4","-3.2",,"  330","  280","10.7","15.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-21","4.4",," 0953","0.0",,,,"3.3","-3.8",,"  320","  280","9.8","13.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-22",,,,"1.0",,,,"1.1","-1.1",,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-23",,,,"3.6",,,,"7.8","1.1",,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-24","4.9",," 1829","0.0",,,,"10.0","1.1",,"  330","  330","11.2","14.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-25","2.4",," 0949","0.0",,,,"7.2","-0.5",,"  140","  360","6.3","7.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-26","3.8",," 1618","19.3",,,,"8.3","-1.0",,"   90","   90","10.7","15.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-27","2.7",," 1313","0.5",,,,"12.8","5.0",,"  280","  290","7.6","10.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-02-28","2.8",," 1239","0.5",,,,"8.9","4.4",,"  300","  330","7.6","11.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-01","3.8",," 2237","0.0",,,,"7.2","3.3",,"  300","  300","6.7","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-02","3.6",," 1608","0.0",,,,"3.3","0.0",,"  290","  270","6.7","9.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-03","5.1",," 1644","0.0",,,,"3.9","-0.5",,"  310","  330","8.1","11.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-04","5.3",," 1311","0.0",,,,"5.6","-1.0",,"  330","  330","9.8","13.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-05","2.7",," 2140","0.0",,,,"6.1","-2.1",,"  120","  120","7.2","8.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-06","8.2",," 1719","28.7",,,,"5.6","1.1",,"  360","  350","13.4","18.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-07","6.1",," 1255","0.0",,,,"8.3","3.3",,"  330","  330","10.3","13.0",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-08","6.5",," 0927","0.0",,,,"8.3","2.2",,"  330","  330","13.9","17.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-09","2.6",," 0011","0.0",,,,"11.7","2.8",,"  360","  350","8.1","9.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-10","3.1",," 1732","0.0",,,,"13.9","1.1",,"  170","  170","7.2","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-11","4.7",," 2336","0.0",,,,"13.3","5.6",,"  160","  150","9.8","14.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-12","6.0",," 1023","22.6",,,,"14.4","6.1",,"  160","  180","12.5","18.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-13","2.8",," 1521","0.0",,,,"10.0","0.6",,"  290","  270","8.9","13.0",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-14","5.5",," 0945","0.0",,,,"7.2","0.6",,"  290","  280","9.8","14.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-15","2.4",," 1312","0.0",,,,"13.3","0.0",,"  240","  250","7.2","10.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-16","2.8",," 1748","0.0",,,,"10.6","3.3",,"   20","   20","7.2","10.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-17","3.3",," 0901","0.0",,,,"5.0","2.8",,"   30","   30","6.7","9.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-18","3.6",," 0727","7.1",,,,"4.4","1.1",,"  120","  100","7.2","9.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-19","3.1",," 1935","0.3",,,,"13.3","3.3",,"  290","  290","8.1","13.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-20","4.0",," 0946","0.0",,,,"11.1","3.3",,"  260","  280","8.9","13.0",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-21","5.5",," 1547","0.0",,,,"6.1","-1.0",,"  330","  280","8.9","11.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-22","4.2",," 1242","0.0",,,,"7.8","-1.6",,"  260","  280","8.1","12.1",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-23","3.4",," 1331","0.0",,,,"10.6","-1.6",,"  320","  320","8.9","12.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-24","2.7",," 1840","0.0",,,,"5.6","0.6",,"  130","  140","7.6","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-25","3.0",," 1458","23.9",,,,"2.2","0.6",,"  330","  330","5.8","6.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-26","3.1",," 2141","0.0",,,,"9.4","0.6",,"  330","  290","6.7","8.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-27","4.7",," 1356","0.0",,,,"10.0","4.4",,"  270","  280","9.4","14.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-28","4.2",," 1030","0.0",,,,"9.4","3.3",,"  320","  330","9.8","13.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-29","2.6",," 1245","0.0",,,,"12.2","5.6",,"  330","  300","7.2","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-30","2.2",," 1601","0.0",,,,"12.2","3.3",,"  150","  150","6.3","7.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-03-31","3.3",," 1211","1.3",,,,"12.2","6.7",,"  170","  160","9.8","14.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-01","4.1",," 1841","0.0",,,,"18.9","6.1",,"  310","  310","10.3","13.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-02","4.3",," 1237","0.0",,,,"8.9","2.8",,"  320","  260","8.9","12.1",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-03","5.0",," 1757","0.0",,,,"10.0","0.6",,"  340","  340","10.7","13.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-04","3.7",," 1613","2.0",,,,"7.2","-1.0",,"  180","  180","8.1","10.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-05","3.4",," 1534","6.4",,,,"17.8","3.3",,"  320","  270","7.2","10.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-06","4.2",," 2130","0.0",,,,"10.6","5.0",,"  170","  170","9.4","11.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-07","5.3",," 1450","0.0",,,,"15.6","5.0",,"  170","  170","10.7","14.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-08","3.3",," 1549","0.0",,,,"21.1","9.4",,"  170","  170","7.2","8.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-09","3.7",," 1825","0.0",,,,"28.9","12.2",,"  170","  170","8.9","12.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-10","3.0",," 1626","0.0",,,,"31.7","13.9",,"  180","  180","8.1","10.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-11","3.4",," 1804","0.0",,,,"22.8","11.1",,"   90","   90","9.4","12.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-12","3.5",," 0726","16.8",,,,"15.6","10.6",,"  340","  290","8.1","11.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-13","3.3",," 1749","0.0",,,,"17.8","7.8",,"  170","  180","7.6","9.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-14","2.6",," 1300","0.0",,,,"18.9","7.2",,"  330","  280","7.6","11.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-15","3.7",," 1140","0.3",,,,"15.0","12.2",,"  120","  100","6.3","7.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-16","4.7",," 1944","0.0",,,,"20.6","11.1",,"  170","  180","10.3","14.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-17","2.6",," 1316","0.0",,,,"22.8","13.9",,"   20","   10","8.9","10.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-18","5.1",," 2331","1.3",,,,"22.8","14.4",,"  170","  190","9.8","13.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-19","5.3",," 1850","15.7",,,,"23.3","11.1",,"  190","  170","12.5","17.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-20","4.6",," 1253","1.8",,,,"15.0","8.9",,"  320","  270","8.1","12.1",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-21","3.8",," 0758","0.0",,,,"11.1","6.1",,"   30","   30","7.2","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-22","4.2",," 0825","0.0",,,,"12.2","6.1",,"  100","   50","7.6","10.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-23","3.2",," 0935","0.0",,,,"15.0","7.8",,"   50","   50","6.7","8.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-24","4.5",," 2357","0.0",,,,"20.0","8.3",,"  170","  310","10.7","17.0",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-25","4.3",," 0145","0.5",,,,"16.7","9.4",,"  330","  330","11.6","16.1",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-26","2.4",," 1329","0.0",,,,"17.2","7.8",,"  130","  140","6.7","7.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-27","2.2",," 2147","0.0",,,,"17.8","7.8",,"  170","  160","5.4","7.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-28","4.1",," 1642","0.0",,,,"18.9","9.4",,"  180","  170","7.6","10.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-29","5.1",," 1731","10.4",,,,"15.0","12.2",,"  130","  130","9.4","10.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-04-30","3.6",," 0756","2.0",,,,"15.6","12.8",,"  100","   70","7.2","9.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-01","3.7",," 0650","0.0",,,,"19.4","10.6",,"  120","   40","7.2","8.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-02","2.7",," 2324","0.0",,,,"18.9","9.4",,"  130","  130","5.8","6.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-03","4.6",," 1245","0.0",,,,"15.6","10.0",,"  130","  100","8.9","10.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-04","4.6",," 1732","0.0",,,,"18.3","9.4",,"  120","  120","9.4","10.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-05","3.8",," 0142","0.0",,,,"15.6","8.9",,"  100","  110","7.2","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-06","4.0",," 1952","0.0",,,,"16.7","10.0",,"   90","   80","6.7","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-07","5.1",," 1333","15.5",,,,"17.2","14.4",,"  100","   70","7.2","9.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-08","2.2",," 1354","0.0",,,,"18.9","14.4",,"  140","  140","6.3","7.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-09","1.6",," 1250","0.0",,,,"23.3","11.7",,"  250","  250","5.8","7.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-10","2.9",," 2113","9.9",,,,"25.6","13.9",,"  340","  330","7.2","9.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-11","2.6",," 1713","7.6",,,,"26.1","17.8",,"  350","  360","8.9","11.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-12","4.5",," 1001","0.3",,,,"17.8","10.6",,"  330","  270","9.8","12.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-13","3.9",," 1249","0.0",,,,"15.6","7.2",,"  330","  300","10.3","13.0",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-14","3.4",," 1107","0.0",,,,"17.2","7.2",,"  330","  260","6.7","9.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-15","4.0",," 1238","0.0",,,,"25.6","14.4",,"  140","  140","9.4","9.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-16","2.9",," 1443","0.0",,,,"28.9","19.4",,"  260","  270","8.1","11.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-17","2.8",," 2231","0.0",,,,"23.9","17.2",,"  130","  140","6.7","7.6",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-18","4.5",," 0437","0.0",,,,"18.9","15.6",,"  140","  130","7.6","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-19","2.3",," 0408","0.0",,,,"22.2","15.6",,"  120","  110","5.8","6.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-20","2.8",," 1644","0.0",,,,"25.6","18.9",,"  180","  180","7.2","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-21","2.5",," 1745","0.0",,,,"26.1","18.9",,"  170","  170","7.2","9.4",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-22","3.8",," 1555","0.5",,,,"27.2","20.0",,"  170","  160","8.9","11.2",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-23","4.6",," 1630","1.5",,,,"26.1","18.9",,"  170","  170","9.8","12.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-24","5.7",," 1614","0.8",,,,"19.4","10.6",,"  330","  310","10.7","14.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-25","5.4",," 0925","0.0",,,,"18.3","8.3",,"  330","  340","11.2","13.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-26","3.2",," 1139","0.0",,,,"21.7","10.0",,"  320","  330","7.2","10.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-27","1.6",," 0132","0.0",,,,"20.6","12.8",,"  130","  330","4.5","5.8",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-28","2.8",," 1956","1.5",,,,"24.4","16.1",,"  170","  160","6.3","8.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-29","3.0",," 1744","0.0",,,,"28.9","19.4",,"  180","  170","6.7","8.5",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-30","2.6",," 1335","0.0",,,,"30.6","21.7",,"  150","  150","6.7","8.1",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-05-31","3.0",," 1609","0.0",,,,"31.1","20.0",,"  170","  170","7.6","10.3",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-06-01","3.4",," 1527","0.0",,,,"31.1","21.1",,"  130","  130","7.2","8.9",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-06-02","3.4",," 1833","13.7",,,,"31.7","20.6",,"  200","  200","6.7","10.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-06-03",,," 1548","10.4",,,,"24.4","20.6",,"  350","  350","9.4","10.7",,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2013-06-04","3.0",," 0734","0.0",,,,"23.3","16.7",,"  350","  360","7.2","8.9",,,,,
